콘텐츠명,노키즈존,예약가능여부,룸보유여부,유아서비스기타,평일오픈시간,평일클로즈시간,주말오픈시간,주말클로즈시간,휴식시작시간,휴식종료시간,대표메뉴기타
더화원,,y,,,09:00,20:30,09:00,20:30,,,
김이박,,,,,11:00,22:00,11:00,22:00,,,
덕구상회,,,,,11:30,21:00,11:30,21:00,,,
바다풍경 정육식당,,,,,10:40,21:50,10:40,21:50,,,
나나이로 아코제주,,,,,10:00,18:00,10:00,18:00,,,
고로케야,,,,,11:00,20:00,11:00,20:00,,,
이노우에스시,,,,,12:00,21:30,12:00,21:30,,,
이어도전복해물전문점,,,,,10:00,22:00,10:00,22:00,,,
철가방을든해녀,,,,,10:00,16:00,10:00,16:00,,,
짚불도,y,y,,,12:00,23:00,12:00,23:00,,,"짚불 흑돼지, 특수부위 모듬"
토끼와거북이,,,,,08:00,21:00,08:00,21:00,,,
삼대국수회관 본점,,,,,08:30,01:30,08:30,01:30,,,
월정리갈비밥,,,,,11:00,20:00,11:00,20:00,,,
메콩스카이,,,,,10:30,21:00,10:30,21:00,,,
바다마루,,,,,10:30,22:00,10:30,22:00,,,
흑돼지신화,,,,,11:30,22:00,11:30,22:00,,,
제주맥주,,,,,13:00,20:00,13:00,20:00,,,
텐피자,,,,,11:00,20:30,11:00,20:30,,,
꽁순이네,,,,,10:00,16:30,10:00,16:30,,,
덕승식당(구관),,,,,10:00,20:40,10:00,20:40,,,
제주 모다정,,,,,06:30,22:00,06:30,22:00,,,
채식카페 제주작은부엌,,,,,09:00,15:00,09:00,15:00,,,
춘희,,,,,11:00,20:00,11:00,20:00,,,
인어공주,,,,,09:00,18:30,09:00,18:30,,,
탐나당,,,,,10:30,19:00,10:30,19:00,,,
문쏘,y,y,,,10:30,20:00,10:30,20:00,,,퓨전 일식
파스테이스,,,,,10:00,17:00,10:00,17:00,,,
내노키카페,,y,,,08:30,19:00,08:30,19:00,,,
월척수산,,,,,11:00,23:00,11:00,23:00,,,
제원분식,,,,,10:00,17:00,10:00,17:00,,,
보영반점,,,,,11:00,19:30,11:00,19:30,,,
웅담식당,,,,,15:00,23:00,15:00,23:00,,,
이춘옥원조고등어쌈밥,y,y,,,09:30,21:00,09:00,21:00,,,
고향생각,,,,,11:00,20:00,11:00,20:00,,,
육향진미,y,y,,,12:00,01:00,12:00,01:00,,,
해피파이어스,,,,,10:00,19:00,10:00,19:00,,,
우수미회센타,,,,,16:00,22:00,16:00,22:00,,,
버터모닝,,,,,10:30,14:30,10:30,14:30,,,
모닝힐카페,,,,,,,,,,,
물질식육식당,,,,,10:30,15:00,10:30,15:00,,,
쇠소깍모꼬지,,,,,09:30,19:30,09:30,19:30,,,
중문솥뚜껑,,,,,11:00,23:00,11:00,23:00,,,
피노키오,,,,,08:30,18:00,08:30,18:00,,,
드르쿰다 제주 애월점,y,,,,09:00,18:00,09:00,18:00,,,
모래비카페,,,,,09:00,18:00,09:00,18:00,,,
까떼커피,,,,,08:30,22:00,08:30,22:00,,,
교래손칼국수,,,,,10:30,18:00,10:30,18:00,,,
메종드쁘띠푸루,,,,,09:00,22:00,09:00,22:00,,,
돼지촌,,,,,17:00,00:00,17:00,00:00,,,
면뽑는선생 만두빚는아내,,,,,10:30,21:00,10:30,21:00,,,
순천미향,,,,,10:00,20:00,10:00,20:00,,,
글라글라하와이,n,n,,,11:30,23:00,11:30,23:00,,,"하와이안 해물찜, 피쉬버거"
주르레식당,,,,,12:00,19:00,12:00,15:00,,,
드하르,,,,,12:00,00:00,12:00,00:00,,,
더꽃돈,,y,,,12:00,23:30,12:00,23:30,,,
탐라화덕피자,,,,,11:30,21:00,11:30,21:00,,,
부농,,,,,10:00,16:00,10:00,16:00,,,
모디카,,y,,,11:30,22:00,11:30,22:00,,,
옐로우카페 (yellow cafe),,,,,09:00,21:00,09:00,21:00,,,
먹쿠슬낭여행자카페,,,,,10:00,19:00,10:00,19:00,,,
지상에 별두개,,,,,11:00,20:00,11:00,22:00,,,
Jeju in aA카페,,,,,11:00,19:00,11:00,19:00,,,
테이크파이브재즈클럽,,,,,19:00,00:00,19:00,00:00,,,
테라로사,,,,,09:00,21:00,09:00,21:00,,,
마이티커피,y,y,,,10:00,22:00,10:00,22:00,,,"핸드드립커피, 슈크림라떼, 아포카토알카페"
모메든식당,,,,,11:30,22:30,11:30,22:30,,,
해적카페,,,,,,,,,,,
귤따고 레드향갈고,,,,,10:00,18:00,10:00,18:00,,,
시즌박스,,,,,11:00,15:00,11:00,15:00,,,
보름쇠,,,,,11:00,22:00,11:00,22:00,,,
우도설빙면,,,,,09:30,17:30,09:30,17:30,,,
스테이지 버거,y,n,,,14:50,16:00,14:50,16:00,,,
맛나식당,,,,,08:30,14:30,08:30,14:30,,,
숨어있는집,,,,,17:00,00:00,17:00,00:00,,,
제주칼국수 제주해물탕,,,,,07:30,22:00,07:30,22:00,,,
어전횟집,,,,,10:00,22:00,10:00,22:00,,,
돈이랑,,,,,11:30,00:00,11:30,00:00,,,
우도몬딱,,,,,09:30,18:00,09:30,18:00,,,
옛고을갈비,,,,,10:00,22:00,10:00,22:00,,,
요우르,y,n,,,10:30,19:00,10:30,19:00,,,
한결한우,,,,,11:30,22:30,11:30,22:30,,,
명리동식당,,,,,11:30,21:00,11:30,21:00,,,
성신흑돼지,,,,,10:00,22:00,10:00,22:00,,,
문주란식당,,,,,10:00,20:00,10:00,20:00,,,
아자리아,,,,,07:00,22:00,07:00,22:00,,,
소라네집,,,,,08:00,19:00,08:00,19:00,,,
백번가든,,,,,10:00,22:00,10:00,22:00,,,
미복빈대떡,,,,,18:00,06:00,18:00,06:00,,,
24시 전주명가콩나물국밥,,,,,00:00,00:00,00:00,00:00,,,
소년감성(카페샐리),,,,,11:00,19:00,11:00,19:00,,,
제주댕댕스푼,y,y,,,11:00,18:00,11:00,18:00,,,
제육이다,,,,,11:00,21:00,11:00,21:00,,,
백수당(폐업),y,n,,,13:00,18:00,13:00,18:00,,,
유복현 식공간,,y,,,10:00,22:00,10:00,22:00,,,
레드팬더,,,,,19:20,06:00,19:20,06:00,,,
흑돼지촌,,,,,11:00,22:00,11:00,22:00,,,
달사막,,,,,18:00,02:00,18:00,02:00,,,
카페물결,,,,,09:00,18:00,09:00,18:00,,,
해녀3대할망네,,,,,,,,,,,
꾸까카페,,,,,,,,,,,
망고봉봉,,,,,11:00,18:00,11:00,18:00,,,
협재국수가게(구 청산식당),,,,,11:00,16:00,11:00,16:00,,,
베이커리 포그,y,n,,,08:00,20:30,08:00,20:30,,,"크림바게트, 도지마롤"
일탈흑돼지,,,,,13:30,00:00,13:30,00:00,,,
느영나영감귤창고카페,,,,,10:00,21:00,10:00,21:00,,,
월리월리,,,,,,,,,,,
우리두리식당,,,,,09:30,19:30,09:30,19:30,,,
서귀포시 축협 축산물플라자,,,,,11:00,21:00,11:00,21:00,,,
제주복돈,,,,,11:00,22:00,11:00,22:00,,,
준클라시코,,,,,13:00,20:00,13:00,20:00,,,
아서원,,,,,10:30,19:00,10:30,19:00,,,
제주명가두루치기,,y,,,10:00,22:00,10:00,22:00,,,
흑돈가,,,,,11:20,22:30,11:20,22:30,,,
라마네 의식주,,,,,11:00,17:00,11:00,17:00,,,
제갈양 제주협재점,y,n,,,10:00,21:00,10:00,21:00,,,"갈치조림, 갈치구이, 갈치뚝배기"
카페 바다동굴,,,,,10:30,20:00,,,,,
마농,,,,,11:00,21:00,11:00,21:00,,,
꿈꾸는 흰당나귀,,,,,10:00,23:30,10:00,23:30,,,
만추안,,,,,12:00,22:00,12:00,22:00,,,
소곱에,,,,,11:00,20:00,11:00,20:00,,,
갓포하루,,,,,17:00,05:00,17:00,05:00,,,
코르소,,,,,11:00,21:00,11:00,21:00,,,
카페세바,,,,,11:00,18:00,11:00,18:00,,,
마라도에서온자장면집,,,,,11:00,20:00,11:00,20:00,,,
책다방,,,,,11:00,19:00,11:00,19:00,,,
벵디,,,,,10:00,19:30,10:00,19:30,,,
광원,,y,,,11:30,22:00,11:30,22:00,,,
이드레국수,,,,,09:00,20:30,09:00,20:30,,,
오동여식당,,,,,09:00,21:00,09:00,21:00,,,
남경미락,,,,,11:30,21:00,11:30,21:00,,,
카페쉼표,,,,,09:00,20:30,09:00,20:30,,,
달잠키친,,,,,12:00,21:00,12:00,21:00,,,
산호사 해녀의집,,,,,,,,,,,
신의한모,,,,,11:30,21:00,11:30,21:00,,,
중문까망돼지,y,y,n,유아 식기.수저.포크,11:30,23:00,11:30,23:00,,,흑돼지근고기
와랑와랑카페,,,,,11:00,18:00,11:00,18:00,,,
풍림다방 송당점,n,n,,,09:30,17:30,09:30,17:30,,,"풍림브레붸, 쇼콜라쇼, 풍림더치, 카페 타히티"
아이스크림연구소(우도점),,,,,09:00,18:00,09:00,18:00,,,
비바리짬뽕,,,,,11:00,21:00,11:00,21:00,,,
덕성원,,,,,11:00,21:00,11:00,21:00,,,
세가름,,,,,10:30,19:30,10:30,19:30,,,
해뜨는식당,,,,,06:30,20:00,06:30,20:00,,,
서귀포흑돈,,,,,12:00,22:00,12:00,22:00,,,
소소샵,,,,,10:00,20:00,10:00,20:00,,,
사계제과 버터비,,y,,,11:00,20:00,11:00,20:00,,,
제주중문수제맥주,,,,,17:00,02:00,17:00,02:00,,,
한경청방,,,,,12:00,19:00,12:00,19:00,,,
애월바베,,,,,11:00,23:00,11:00,23:00,,,
혜밀버거 레시피,,,,,10:00,19:00,,,,,
고내촌한정식,,,,,10:00,22:00,10:00,22:00,,,
하효살롱,,,,,11:00,18:00,11:00,18:00,,,
종이시계 카페,,,,,10:30,19:00,10:30,19:00,,,
몽키비치클럽 Monkey Beach,,,,,20:30,04:00,20:30,04:00,,,
손맛촌,,,,,09:00,21:00,09:00,21:00,,,
봉주르마담,,,,,09:00,21:00,09:00,21:00,,,
소라횟집,,,,,09:00,21:00,09:00,21:00,,,
만선바다,,,,,12:00,22:00,12:00,22:00,,,
오늘은 녹차한잔,,,,,09:30,17:30,09:30,17:30,,,
사수만수횟집,,,,,11:30,23:30,11:30,23:30,,,
빅토리아,,,,,11:00,00:00,11:00,00:00,,,
곰마에그,,,,,06:00,15:00,06:00,15:00,,,
하우스142,,,,,11:00,23:00,11:00,23:00,,,
흑돼지BBQ,y,n,,,16:30,23:00,16:30,23:00,,,
베이비카페 어놀,,,,,11:00,19:00,11:00,19:00,,,
웃뜨르우리돼지,,,,,11:30,21:30,11:30,21:30,,,
도나토스,,,,,12:00,21:00,12:00,21:00,,,
로치아 커피로스터스,,,,,12:00,18:00,12:00,18:00,,,
풍미독서,,,,,10:00,19:00,10:00,19:00,,,
순덕이네해산물장터,,,,,09:30,18:00,09:30,18:00,,,
굄,,,,,,,,,,,
맥파이브루어리(양조장),,,,,,,12:00,20:00,,,
모리노코에,,,,,09:00,21:30,09:00,21:30,,,
황원갈비,,,,,,,,,,,
띠띠빵빵,,,,,07:00,19:00,07:00,19:00,,,
샐러드앤미미,,,,,11:00,17:00,11:00,23:00,,,
우도해녀식당,,y,,,08:30,18:00,08:30,18:00,,,
보노리미니,,,,,08:00,05:00,08:00,05:00,,,
핀크스 비오토피아,,,,,12:00,21:50,12:00,21:50,,,
레드브라운,,,,,10:30,21:00,10:30,21:00,,,
다래향2호점,,,,,09:00,20:00,09:00,20:00,,,
와랑식탁,y,n,,,11:00,17:00,11:00,17:00,,,
곽지박사장&김사장네,,,,,,,,,,,
카페더라이트,y,n,,,09:00,19:00,09:00,19:00,,,"감귤차, 더라이트(원두), 그릭요거트"
미송식탁,,,,,10:00,22:00,10:00,22:00,,,
1950하우스,,,,,10:00,20:00,10:00,20:00,,,
우정회센타,,,,,11:30,21:50,11:30,21:50,,,
제주틈,,,,,16:00,22:30,16:00,22:30,,,
카페담담,,,,,11:00,18:00,11:00,18:00,,,
라지마할 RAJMAHAL,,,,,11:30,23:30,11:30,23:30,,,
거멍국수,,,,,09:00,19:00,09:00,19:00,,,
제주서문수산,,,,,17:00,22:00,17:00,22:00,,,
넘은봄,,,,,12:00,22:00,12:00,22:00,,,
유람위드북스,,,,,11:00,19:00,11:00,19:00,,,
조아찌,,,,,09:00,22:00,09:00,22:00,,,
카페리(CAFERI),y,,,,10:00,18:00,10:00,18:00,,,
한담팥빵,y,y,,,09:00,22:00,09:00,22:00,,,"한담팥빵, 생크림팥빵, 매콤불고기빵, 튀군소보루"
오르다키친,,,,,11:00,21:00,11:00,21:00,,,
갯마을,,,,,09:00,22:00,09:00,22:00,,,
마더카페,,,,,11:00,19:00,11:00,19:00,,,
야한식당,,,,,17:00,01:00,17:00,01:00,,,
배롱개,,,,,09:30,19:00,09:30,19:00,,,
일출왕뚝배기,,,,,08:00,22:00,08:00,22:00,,,
미남미녀,,,,,12:00,18:00,12:00,18:00,,,
오복떡집,,,,,08:00,20:00,08:00,20:00,,,
월드컵흑돼지,,,,,10:00,22:00,10:00,22:00,,,
산1950화덕피자,,,,,11:30,21:00,11:30,21:00,,,
어머니빵집,,,,,07:00,21:30,07:00,21:30,,,
미들웨이,,,,,11:00,19:00,11:00,19:00,,,
삼원정,,,,,11:00,22:00,11:00,22:00,,,
백사장횟집(백사장회센터),,,,,10:00,22:00,10:00,22:00,,,
아일랜드팩토리,,,,,10:00,23:00,10:00,23:00,,,
차롱 해모루,,,,,,,,,,,
크라운돼지,,,,,12:00,21:00,12:00,21:00,,,
이조은식당,,,,,08:30,22:00,08:30,22:00,,,
고가네,,,,,09:00,18:00,09:00,18:00,,,
야원,y,n,n,,11:00,18:00,11:00,18:00,,,커피 야원쿠키 야원케이크 레몬에이드 자몽에이드 레몬차 자몽차 청귤차 라떼
마레벤또,,,,,10:00,21:00,10:00,21:00,,,
어스윗루트,,,,,12:00,19:00,,,,,
제니스카페 제주,y,y,n,,11:00,22:00,11:00,22:00,,,파스타
재게재게옵서 카페,,,,,08:30,15:00,,,,,
홍삼흑돼지,,,,,11:00,22:00,11:00,22:00,,,
푸주옥도남점,,,,,08:00,22:00,08:00,22:00,,,
요요무문,y,n,,,10:00,18:00,10:00,18:00,,,
에이스쌀국수,,,,,10:00,21:00,10:00,21:00,,,
원당골,,,,,11:30,21:00,11:30,21:00,,,
오솔길,,,,,17:00,22:30,17:00,22:30,,,
애월자연농원,y,y,,놀이방 ,10:30,22:00,10:30,22:00,,,"닭볶음탕 ,제주순살갈치조림"
모메존,,,,,10:30,15:00,10:30,15:00,,,
브와두스,,,,,08:00,23:00,08:00,23:00,,,
성산연화(폐업),n,n,,,18:00,01:00,18:00,01:00,,,
한마음돈가돈,,,,,17:00,23:00,17:00,23:00,,,
컴플리트커피,,,,,09:00,21:00,09:00,21:00,,,
제주오누이,y,y,,,07:00,20:00,07:00,20:00,,,
이가전복,,,,,08:00,21:00,08:00,21:00,,,
성산 고등어쌈밥 김치찜,,,,,08:00,21:00,08:00,21:00,,,
그린정,,,,,09:00,21:00,09:00,21:00,,,
청도해물탕,,,,,09:00,22:00,09:00,22:00,,,
커피파인더,,,,,08:30,22:00,08:30,22:00,,,
UFO카페,,,,,10:00,23:30,10:00,23:30,,,
로맨스홍,,,,,10:00,22:00,10:00,22:00,,,
천일각,,,,,10:00,23:00,10:00,23:00,,,
플레이스엉물,y,n,,,09:00,16:00,09:00,16:00,,,
아따블르,,,,,,,12:00,20:30,,,
흑한우명품관,,,,,11:00,21:30,11:00,21:30,,,
퐁당,,,,,11:00,21:00,11:00,21:00,,,
어림향,,,,,11:30,22:00,11:30,22:00,,,
잇칸시타,y,,,,11:00,20:50,11:00,20:50,,,
티티카카,,,,,10:30,17:00,10:30,17:00,,,"에그인더헬, 시나몬 토스트, 프렌치토스트, 아보카도 토스트, 제주귤 마멀레이드"
카페백퍼,,,,,11:00,20:00,11:00,20:00,,,
만덕식당,,,,,08:00,21:00,08:00,21:00,,,
수카사,y,,,,10:00,15:30,10:00,15:30,,,"베이컨 에그베네딕트, 아보카도 에그베네딕트,  해피준"
촵촵,,,,,11:30,20:00,11:30,20:00,,,
대기정,,,,,10:00,20:30,10:00,20:30,,,
탭하우스더코너,,,,,18:00,01:00,18:00,01:00,,,
한라성,,,,,10:00,20:00,10:00,20:00,,,
하효소머리국밥,,,,,07:00,20:00,07:00,20:00,,,
이금돈지 통갈치조림 제주공항본점,y,y,n,,09:30,22:00,09:30,22:00,,,"통갈치구이, 통갈치조림"
라 아바나,,,,,11:30,21:00,11:30,21:00,,,
연동마라도횟집,,,,,11:30,23:00,11:30,23:00,,,
페를로,,y,,,11:30,20:45,11:00,20:30,,,
달리책방,,,,,11:00,18:00,11:00,18:00,,,
이런날N,,,,,12:00,22:00,12:00,22:00,,,"파인애플 빙수, 빠네까르보나라 파스타, 제주돼지 립 돈가스"
솜반내풍경,,,,,11:00,22:00,11:00,22:00,,,
나무식탁,y,n,,,11:30,16:00,11:30,16:00,,,
해마루,,,,,10:00,22:30,10:00,22:30,,,
카페비몽,,,,,,,,,,,
바람이풀에그림그린날,,,,,11:30,19:30,11:30,19:30,,,
올티스,,,,,10:00,18:00,10:00,18:00,,,
보말이야기,,,,,08:00,22:00,08:00,22:00,,,
갯것이식당,,,,,09:00,21:00,09:00,21:00,,,
오는정김밥,,,,,09:00,19:00,09:00,19:00,,,
성산일출봉해송갈치전문점,,y,,,07:00,15:00,07:00,15:00,,,
망고버스,,,,,11:00,22:00,11:00,22:00,,,
보엠,,,,,10:00,19:00,10:00,19:00,,,
크루아창타이,,,,,11:30,22:00,11:30,22:00,,,
평대리멍석,y,n,,,09:30,20:00,09:30,20:00,,,
바라나시 책골목,,,,,10:30,20:00,,,,,
3Birds (쓰리버즈 신화월드점),,,,,09:00,19:00,09:00,19:00,,,
"Untitled,2017",y,n,,,09:00,21:00,09:00,21:00,,,
까망돼지,y,y,,"유아식기: 수저, 포크",11:30,23:00,11:30,23:00,,,흑돼지근고기
로드3.7 (road3.7),,,,,10:00,22:00,10:00,22:00,,,
달이뜨는식탁,y,n,,,11:00,20:00,11:00,20:00,,,
제주애월해물한상,y,y,,,09:00,21:00,09:00,21:00,,,
탐라반상,,y,,,09:00,21:00,09:00,21:00,,,
제주신화월드 성화정,y,y,,,07:00,21:30,07:00,21:30,,,
비자블라썸,,,,,10:00,18:00,10:00,18:00,,,
돌코롬봉봉,,,,,10:00,17:00,10:00,17:00,,,
섶섬지기,,,,,09:00,22:00,09:00,22:00,,,"금귤주스, 한라봉주스, 팥빙수"
별난카페,,,,,09:00,18:30,10:00,18:00,,,"삼동주스, 삼동빙수, 삼동피자"
블루밍아일랜드,,,,,11:30,19:30,11:30,19:30,,,
60빈스,y,y,,,09:00,18:00,09:00,18:00,,,"트로피컬 에이드, 말차 팥라떼, 우도땅콩 엠블랑"
치유밥상,,,,,,,,,,,
엉또산장,y,,,,,,,,,,
커피먹는 고냉이,,,,,08:30,20:30,08:30,20:30,,,복분자 빙수
물회영해초영,,,,,11:00,21:00,11:00,21:00,,,
빵장수단팥빵,,,,,08:00,22:00,08:00,22:00,,,
호끌락다락,,,,,12:00,21:00,12:00,21:00,,,
시나르 ,y,y,n,,11:30,21:00,11:30,21:00,,,"쉬림프 타코, 말고기 타고 "
카페스노우빈,,,,,10:00,19:00,10:00,19:00,,,청국장 빙수
어피니티,,,,,11:00,23:00,11:00,23:00,,,
어애랑,y,y,n,유아용 수저 ,08:00,20:00,08:00,20:00,,,갈치조
우동수크래프트,,,,,16:00,02:00,16:00,02:00,,,"더블치킨&칩스, 통후라이드 치킨앤칩스, 수제맥주"
서귀피안베이커리,y,n,n,수유실,08:00,21:00,08:00,21:00,,,"빵,케익,커피,음료"
코코메아(폐업),y,n,,,12:00,18:00,12:00,18:00,,,
자연으로,,,,,11:00,14:00,11:00,14:00,,,
서홍정원,,,,,09:30,18:00,09:30,18:00,,,
모앙,y,y,,,10:00,18:00,10:00,18:00,,,"썸띵라떼, 인퓨전티, 까눌레"
송당나무,y,,,,10:00,18:00,10:00,18:00,,,
제주시 새우리,,,,,09:00,19:30,09:00,19:30,,,
오샹띠,,,,,10:00,21:00,10:00,21:00,,,
보틀앤볼,,,,,11:00,20:00,11:00,20:00,,,
푸더매 제주,,n,,,09:00,19:00,09:00,19:00,,,
탕궁샤브,,y,,,17:00,01:00,17:00,01:00,,,
스시마시,,,,,11:30,22:00,11:30,22:00,,,
코끼리통닭,,,,,11:00,21:30,11:00,21:30,,,
카페튼튼목공소,y,y,n,,09:30,17:00,09:30,17:00,,,"땅콩아이스크림,와플,수제버거,각종"
달그락식탁,,,,,10:00,20:00,10:00,20:00,,,
카페내창,,,,,10:00,21:00,10:00,21:00,,,
서홍정원 x ,,,,,10:00,22:00,10:00,22:00,,,
노네임드봉개,y,n,n,,11:00,22:00,12:00,22:00,,,"백년초 티라미수, 크림치즈 스콘"
마틸다,n,n,,,18:00,01:00,18:00,01:00,,,"와인, 맥주, 칵테일"
달리맨 카페,,,,,11:00,21:00,11:00,21:00,,,
서귀피안,y,n,n,,11:00,21:00,11:00,21:00,,,
꽃자리,,,,,11:00,21:00,11:00,21:00,,,
흑돼지돈까스 뷔페 밀라네사,y,y,y,수유실,11:30,21:00,11:30,21:00,,,"돈까스, 샐러드바"
성산돌섬흑돼지,,,,,11:00,22:00,11:00,22:00,,,
앙뚜아네트 삼다수마을점,,,,,09:00,18:00,09:00,18:00,,,
지꺼진밥상,,,,,11:00,20:30,11:00,20:30,,,
카페모리,,,,,11:00,23:00,11:00,23:00,,,
마마뜰,,,,,10:00,18:00,10:00,18:00,,,
말랑 제주,,,,,08:30,18:00,08:30,18:00,,,
다만프레르,y,y,,,11:00,21:00,11:00,21:00,,,"TEA \6,000 MILK TEA \6,500 COFFEE \5,000"
앙카페,,,,,10:00,22:00,10:00,22:00,,,
디 아일렛 라운지,y,n,,,15:00,23:00,15:00,23:00,,, 다양한 차와 커피
빨간집,,,,,15:30,01:30,15:00,01:30,,,"빨간 불닭, 빨간 치즈 불닭, 빨간 무뼈 닭발"
오메오메,,,,,09:30,18:00,10:30,17:00,,,
공백,,,,,10:00,17:30,10:00,17:30,,,
카페갤러리,,,,,10:00,18:00,10:00,18:00,,,
제주신화월드 엠라운지(M Lounge),,y,,,,,,,,,"M 아인슈페너 커피 : 9,000 (Hot) & Jeju forest 칵테일 : 21,000"
카페 디 아일렛,,,,유아식기,06:30,14:30,06:30,14:30,,,
윌라라,,,,,12:00,18:00,12:00,18:00,,,
카페2085,n,,,,11:00,19:00,11:00,19:00,,,
가비오타카페,,,,,07:00,19:00,07:00,19:00,,,
오르미,y,,,,,,,,,,
털보네 고양이,n,,,,11:30,19:00,11:30,19:00,,,
문게야,,,,,11:00,22:00,11:00,22:00,,,
씨리얼,,,,,09:30,16:00,09:30,16:00,,,
제주신화월드 랜딩다이닝(Landing dining),,y,,유아식기,07:00,21:30,07:00,21:30,,,
밥깡패,,,,,,,,,,,
바닐라파레트,n,,,,11:30,18:00,11:30,18:00,,,
제주와이너리,,,,,09:00,18:00,,,,,귤로만
라온베이커리 남녕점,y,y,n,,09:00,21:00,09:00,21:00,,,"라온맘모스, 제주현무암쌀빵, 갈릭바게트, 찹쌀소보로"
외도339,y,n,,,09:00,23:00,09:00,23:00,,,"바닐라빈라떼, 청귤청에이드, 바밤바밀크티"
함덕찜,,,,,11:00,21:30,11:00,21:30,,,
산호반점,,,,,09:20,16:00,09:20,16:00,,,
제주신화월드 스카이온파이브다이닝 ,,,,유아식기,,,,,,,
반딧불한담,,,,,09:00,21:00,09:00,21:00,,,
사이카레,,,,,10:00,20:00,10:00,20:00,,,
하례정원,,,,,11:00,21:00,11:00,21:00,,,
카페이피엘,,,,,09:00,21:00,09:00,21:00,,,
고사리식당,,,,,11:00,15:00,11:00,15:00,,,
쿡이야,y,y,,,11:00,22:00,11:00,22:00,,,
리틀비엣,,,,,11:00,21:00,11:00,21:00,,,
느지리식식당,,,,,,,,,,,
왓섬,y,y,,,10:00,20:00,10:00,20:00,,,
모노클제주,,,,,10:00,17:00,10:00,17:00,,,
제주신화월드 제주선,,y,,,,,,,,,"선 코스 (1인) 100,000원, 통 갈치 구이 (3지/4지) 98,000원/118,000원 전복 쇠고기 갈비찜 58,000원"
아피스,y,y,n,,17:00,23:00,17:00,23:00,,,프렌치 미트파이
제주한치빵 우도점,,,,,09:00,17:00,09:00,17:00,,,
봉플라봉뱅,,,,,12:00,23:00,12:00,23:00,,,
랜딩 델리,,y,,,11:00,22:00,11:00,22:00,,,"제주땅콩무스 7,500, 한라봉 오렌지 티 케이크 16,500, 홀 케이크 46,000, 마카롱세트 (6pcs)12,500"
대춘해장국,y,n,,,06:00,15:00,06:00,15:00,,,"해장국, 내장탕"
애프터글로우,,,,,08:00,18:00,08:00,18:00,,,
돼지굽는정원,y,,,,11:00,22:00,11:00,22:00,,,
제주웅담,,,,,09:00,21:00,09:00,21:00,,,
가온해,y,,,,10:00,23:00,10:00,23:00,,,"모과차, 매실차, 오디차, 도라지차 등"
바당꽃,,,,,11:00,18:00,11:00,18:00,,,
차마실,y,,,,10:30,22:30,10:30,22:30,,,"대추차, 우전차, 보이차, 쌍화탕 등"
착한집,y,y,,,11:00,21:00,11:00,21:00,,,"고등어조림, 갈치조림, 갈치회"
맥파이 브루어리,,,,,12:00,20:00,12:00,21:00,,,
뚱순이 꼬마김밥,,,,,10:00,22:00,10:00,22:00,,,"매운 어묵, 꼬마김밥, 튀김, 모닥치기"
뚜르,y,,,,07:00,22:00,07:00,22:00,,,
오마이양대창 제주외도점,y,y,n,,17:00,00:00,16:00,00:00,,,"대창구이, 막창구이, 특양구이"
노리터스낵,,,,,10:30,20:00,10:30,20:00,,,
어반정글그레이밤부,n,y,,,11:00,18:00,11:00,18:00,,,"썸머에이드, 블루코코넛아이스크림, 정글슈페너, 어반슈페너, 그린슈페너"
신 해바라기분식,y,,,,11:00,21:00,11:00,21:00,,,"순두부찌개, 김치찌개"
세러데이아일랜드,n,,,,12:00,18:00,12:00,18:00,,,
동우통닭,,,,,16:00,21:00,15:00,21:00,,,
나목도식당,,,,,09:00,20:00,09:00,20:00,,,
올레산야초,,,,,11:00,19:00,11:00,19:00,,,
용담밭담,y,y,,,10:00,22:00,10:00,22:00,,,
모이세해장국 노형점,y,y,,,07:00,22:00,07:00,22:00,,,"모이세해장국, 내장탕, 육개장, 순두부"
감산우리가든,,,,,11:00,20:30,11:00,20:30,,,
파니야,y,n,n,,11:00,21:00,11:00,21:00,,,"생삽겹철판볶음밥,송화고철판볶음밥,해물철판볶음ㅁ"
밤낮가온,,,,,11:00,23:00,11:00,23:00,,,
제주삼거리포차 제주신화월드점 ,n,n,,,18:00,02:00,18:00,02:00,,,"삼거리옛날통닭, 불타는닭발, 알탕, 청양닭똥집볶음, 제주해녀해물파전, 계란찜 /  최소 10,000원 ~ 최대 50,000원"
감저카페,,,,수유실,10:30,18:30,10:30,18:30,,,
카페록키,y,n,n,,12:00,22:00,12:00,18:00,,,빙수.요거트.쿠키
무인카페산책,y,,,,08:00,20:00,08:00,20:00,,,
진부령 황태해장국,,,,,06:00,15:00,06:00,15:00,,,
수타명가,,,,,11:00,20:00,11:00,20:00,,,
창흥식당,,,,,11:00,14:00,11:00,14:00,,,
 제주신화월드 용푸(Yong Fu Family Feast),,y,,유아식기,,,,,,,"북경오리 1마리: 148,000 (4인기준), 북경오리 반마리: 78,000 (2인기준)"
온미(溫米),,,,,12:00,19:00,12:00,19:00,,,
술도가제주바당,y,,,,12:00,17:30,12:00,23:00,,,맑은바당
금보가든,,,,,10:30,16:00,10:30,16:00,,,
하원가흑돼지,,,,,17:00,21:30,17:00,21:30,,,
어머니몸국,,,,,07:00,22:00,07:00,22:00,,,
두루두루,y,,,,16:00,00:00,16:00,00:00,,,객주리조림
신짜장,y,n,,,11:00,20:00,11:00,20:00,,,"신짜장, 신짬뽕, 탕수육"
