콘텐츠명,노키즈존,예약가능여부,룸보유여부,유아서비스기타,평일오픈시간,평일클로즈시간,주말오픈시간,주말클로즈시간,휴식시작시간,휴식종료시간,대표메뉴기타
코코리파이프,,,,,10:00,17:00,10:00,17:00,,,
제주본초협동조합,,,,,09:00,18:00,00:00,00:00,,,흑돈주
여행가게,,,,,11:00,18:00,14:00,18:00,,,
새빌,,y,,,09:00,19:00,09:00,19:00,,,
아시안 푸드 스트리트,,,,,18:00,23:00,18:00,23:00,,,"우육면, 야채고기호빵, 삼선만두, 꼬치구이, 세계맥주, 타로 / 타이거 밀크티, 디저트 빙수 / 아이스카창"
커피디셈버 함덕점,y,y,,,10:00,21:00,10:00,21:00,,,
오캄,,,,,07:40,18:00,07:40,18:00,,,
앙뚜아네트 용담점,,,,,08:00,19:30,08:00,19:30,,,
빌리네월정스낵,y,y,n,,00:00,00:00,11:00,19:00,,,"한치튀김, 우동, 아란치"
제주901,,,,,,,,,,,
카페선흘,,,,,10:00,20:00,10:00,20:00,,,
몬스테라 자구리,,,,,11:00,20:30,11:00,20:30,,,
용이식당,,,,,09:00,22:00,09:00,22:00,,,
성산일출봉 해송갈치전문점,y,y,y,,10:00,20:00,10:00,20:00,,,통조림.통구이.조림.구
허니문하우스,y,,,,10:00,18:30,10:00,18:30,,,
성산플라이오조카페,y,n,,,10:00,18:00,10:00,18:00,,,
중식당 청,,,,,,,,,,,
해품,,,,,10:00,21:00,10:00,21:00,,,
라임오렌지카페앤플라워,y,y,,,10:00,21:00,10:00,21:00,,,"하귤 커피, 라임 커피, 오렌지 커피"
제주관덕정분식,y,n,,,11:30,20:30,11:30,20:30,,,"오징어먹물떡볶이, 한치튀김, 유부주먹밥, 모닥치기"
보라네,,,,,09:00,22:00,09:00,22:00,,,
춘심이네 2호점,y,y,,,09:00,20:00,09:00,20:00,,,"(전복 돌솥밥, 전복뚝배기, 고사리 육개장)정식, 고등어조림정식"
커피템플,y,n,,,09:00,18:00,09:00,18:00,,,"텐저린카푸치노, 텐저린라떼, 슈퍼클린에스프레소"
카페글렌코,,,,,09:30,18:00,09:30,18:00,,,
신등대수산식당,,,,,08:00,20:00,08:00,20:00,,,
귀빈식당,,,,,07:30,21:00,07:30,21:00,,,
중문모메든식당,y,n,,,13:00,22:00,13:00,22:00,,,
카페비글,,,,,11:00,20:00,11:00,20:00,,,
와르다 레스토랑,,,,,12:00,22:00,12:00,22:00,,,
알로하도,,,,,12:00,20:30,12:00,20:30,,,
은희네해장국 외도점,y,y,,,06:30,15:30,06:30,15:30,,,"소고기해장국, 소고기내장탕, 한우소머리곰탕"
미나리(제주시),y,,,,11:00,21:00,,,,,
스마일러 카페,,,,,13:00,18:00,11:00,18:00,,,
방긋스낵,,,,,11:00,19:30,11:00,19:30,,,
제주시새우리 제주점,y,y,,,09:00,19:30,09:00,19:30,,,"딱새우김밥, 딱새우꼬막무침, 새우리해물라면"
묘한상점 묘한카페,,,,,12:00,19:00,12:00,19:00,,,
죽성고을,y,n,,,08:00,20:30,08:00,20:30,,,"시레기돌솥, 옥돔구이, 수육"
산굼부리카페,y,y,,,09:00,,09:00,,,,"아메리카노, 청귤차, 아이스크림"
빵귿,y,y,,,10:30,19:00,10:30,19:00,,,"시오빵, 프레즐, 장봉뵈르"
고향향토장터,,y,,,11:00,20:00,11:00,20:00,,,
늘푸른농원 연리지가든,,,,,17:00,21:00,,,,,
화북빵굽는사람들,y,n,,,08:00,23:00,08:00,23:00,,,"쌀식빵, 홍국빵"
e맛식당,,,,,10:00,21:00,10:00,21:00,,,
황금섬숯불갈비,,,,,09:00,21:00,09:00,21:00,,,
한밭식당,,y,,,10:00,20:30,10:00,20:30,,,
올레실내포장마차,,y,,,06:30,19:30,06:30,19:30,,,
네이쳐캔바스,,,,,11:00,19:00,11:00,19:00,,,
청정고을식당,,,,,10:00,21:00,10:00,21:00,,,
정가네 밥상,,,,,11:00,21:00,11:00,21:00,,,
바온탑,y,y,,,12:00,22:00,12:00,23:00,,,"음료, 피자, 치킨 등"
토이다방,,,,,11:00,21:00,11:00,21:00,,,
맛있는 여가생활,,,,,17:00,01:00,17:00,01:00,,,
뚱보조개　,,,,,16:00,23:50,16:00,23:50,,,
긍정동커피,,,,,10:00,22:00,10:00,22:00,,,
전망대횟집,,,,,11:00,21:30,11:00,21:30,,,
고마워토토 아뜰리에,,,,,10:00,18:00,10:00,18:00,,,
머문카페,,,,,10:00,20:30,10:00,20:30,,,
안트레,n,,,,10:00,22:00,10:00,22:00,,,
로맨틱하드보일드,,,,,10:00,22:00,10:00,22:00,,,
초승달지대,,,,,11:00,20:00,11:00,20:00,,,
신화 다이닝 & 라운지,y,y,,유아식기,,,,,,,"그릴메뉴, 시그니쳐 폭립, 피자 & 파스타, 샐러드바, 스낵 및 디저트"
니모메빈티지라운지,,,,,10:00,20:00,10:00,20:00,,,"카멜, 니모메선셋, 때때로맑음, 마스카포네티라미수"
어머니의뜻을담다 단지,,y,,,11:00,22:00,11:00,22:00,,,
늘예솔,,,,,,,,,,,
울트라마린,n,,,,11:00,20:00,11:00,20:00,,,
모루쿠다,,,,,18:00,23:59,18:00,23:59,,,
베이크샵스니프,,,,,11:00,16:30,11:00,16:30,,,
원더먼트제주,,,,,11:00,22:00,11:00,22:00,,,
바다를 본 돼지(서귀포점),,,,,12:00,22:00,12:00,22:00,,,
카페델보스케,y,n,,,09:30,18:00,09:30,18:00,,,
공천포식당,,,,,10:00,19:30,10:00,19:30,,,
유메,,,,,,,,,,,
달페이지,n,y,,,09:30,15:00,09:30,15:00,,,https://blog.naver.com/whitebox6/221982161553
플로렌스,,y,,,09:00,21:00,09:00,21:00,,,
더리트리브,n,n,,,11:00,19:00,11:00,19:00,,,
호도제과,,,,,08:00,19:00,08:00,19:00,,,
비만고양이,n,n,,,12:00,18:30,12:00,18:30,,,
제주의봄,y,y,n,,11:00,15:00,,,,,"현무암인절미, 카스테라단호박인절미, 구름떡, 제주감귤인절미, 제주쑥인절미"
토향(음식점),,,,,11:00,22:00,11:00,22:00,,,
유심이감성찜닭,,,,,09:00,21:00,09:00,21:00,,,
봉골레밥상,,,,,08:00,20:00,08:00,20:00,,,
더비치하우스,y,y,n,,12:00,21:00,12:00,21:00,,,32종의 칵테일/구좌당근라자냐
무거버거,y,n,,,10:00,20:00,10:00,20:00,,,"당근버거, 시금치버거, 마늘버거"
곤밥2,y,n,,,10:30,21:00,10:30,21:00,,,"두루치기, 제육볶음"
다가미 애월점,y,n,,,07:00,16:00,07:00,16:00,,,"다가미김밥, 참치로얄김밥, 매운멸치쌈"
스시도모다찌 칠성점,,,,,11:30,21:30,11:30,21:30,,,"초밥, 모듬초밥"
이스트포레스트,y,n,,,11:00,21:00,11:00,21:00,,,"전복버터구이리조또, 황게누룽지해산물토마토파스타"
순옥이네명가 함덕점,y,y,,,09:00,20:30,09:00,20:30,,,"전복뚝배기, 오분작뚝배기, 전복물회"
돌카롱 사려니숲길점,y,n,,,10:00,20:00,10:00,20:00,,,"유채꽃카롱, 억새카롱, 수국카롱"
서울분식,y,n,,,11:30,21:00,11:30,21:00,,,김떡순
볕이드는곳벧디,y,y,,,10:00,22:00,10:00,22:00,,,"통파인애플쥬스, 크림딸기크로와상"
만강촌옛날칼국수,y,n,,,07:00,21:30,07:00,21:30,,,"닭칼국수, 닭곰탕, 옛날통닭"
그러므로part2,y,n,,,10:00,21:00,10:00,21:00,,,"메리하하, 괜찮아요, 할수밖에, 레몬차, 진저라떼"
카페3535.1,,,,,10:00,20:00,10:00,20:00,,,
쇼밥,,y,n,,11:30,21:00,11:30,21:00,,,수비드 소안심스테이크
봉자커피,y,n,,,04:30,16:00,04:30,16:00,,,"흑돼지김밥, 미숫가루, 장어김밥, 라면, 참치김밥"
24시누름돌김치찌개,y,y,,,00:00,00:00,00:00,00:00,,,"김치찌개, 수제돈까스, 제육볶음"
배롱정원,y,y,,,10:00,16:00,10:00,16:00,,,"흑돼지 에그인헬, 황게크림리조또"
추자바다숯불갈비,,,,,08:00,22:00,08:00,22:00,,,
오누이밥상,,,,,11:00,22:00,11:00,22:00,,,
모시란,,,,,13:00,22:00,13:00,22:00,,,
인디언키친,y,,,,11:30,22:00,11:30,22:00,,,
종달해녀의집,,,,,08:15,20:20,08:15,20:20,,,
마마식당,,,,,17:00,02:00,17:00,02:00,,,
카페나모나모베이커리,y,n,,,10:00,22:00,10:00,22:00,,,"콩가루집안, 현무암라떼, 로맨틱선셋"
마마무말가든,,,,,11:00,21:00,11:00,21:00,,,
메종 드 쁘띠푸르 2호점,y,y,,,07:00,22:00,07:00,22:00,,,"수제잼, 요거트식빵, 고베식빵"
로스트&헤븐,y,y,,,08:30,23:00,08:30,23:00,,,"유자차, 코커스무디, 핸드드립"
우리동네숯불갈비,,y,,,11:00,22:00,11:00,22:00,,,
BBQ치킨 추자점,,,,,15:00,23:30,15:00,23:30,,,
해적선,,,,,11:00,00:00,11:00,00:00,,,
일품순두부탑동점,y,y,,,10:00,23:00,10:00,23:00,,,"일품순두부, 해장순두부, 두부전골"
감초식당,,,,,10:00,22:00,10:00,22:00,,,
제주그림카페,,,,,09:00,18:00,09:00,18:00,,,
큰돈가 본점,y,n,,,12:00,22:00,12:00,22:00,,,"흑돼지근고기, 30시간김치찌개"
카페 글렌코,y,y,,,09:30,18:30,09:30,18:30,,,"생강차, 그린한라봉차, 제주보리미숫가루블렌디드"
매일통닭,y,n,,,11:00,22:00,11:00,22:00,,,"마농통닭, 팝콘순살치킨"
바다가는길,y,n,,,10:00,15:00,10:00,15:00,,,"아메리카노, 카페라떼"
차귀도놀빛바다,y,y,y,유모차 비치,11:00,21:00,11:00,21:00,,,"회 , 해물탕, 갈치조림, 물회, 회덮밥ㄷ"
애월그때그집 본점,y,y,,,11:00,22:00,11:00,22:00,,,"제주흑돼지김치찌개전골, 제주흑돼지오겹살세트"
M1971엠브릿지,y,n,,,08:00,18:00,08:00,18:00,,,"돌고래라떼,산방산라떼,제주초록라떼"
맥파이탭룸,y,n,,,12:00,20:00,12:00,22:00,,,"아메리칸페일에일, 로우버스트포터, 아메리칸아이피제이"
면사무소,y,y,n,"아기수저, 아기그릇 등 ",10:00,17:00,10:00,17:00,,,"장칼국수, 가리비칼국수, 연두칼국수, 흑돼지부추전"
메종드쁘티푸르,y,n,,,07:00,22:00,07:00,22:00,,,"팡도르, 치아바타, 케이크"
식과함께,y,y,,,10:30,21:00,10:30,21:00,,,"갈치조림, 해물라면, 우럭조림. 성게미역국"
동이트는집,y,y,,,09:00,20:00,09:00,20:00,,,추어탕
조은빵,y,y,,,07:00,22:00,07:00,22:00,,,"쌀식빵, 우유식빵"
친절한비자씨,y,n,,,09:30,17:30,09:30,17:30,,,비자라떼
귤하르방 동문시장점,y,n,,,09:00,21:30,09:00,21:30,,,귤하르방빵. 귤하르방주스
싱싱잇,n,y,,,18:30,03:00,18:30,04:00,,,"트러플머쉬룸파스타, 싱싱잇시그니처흑돼지바베큐"
안녕협재씨,y,n,,,09:00,16:30,09:00,16:30,,,"딱새우장비빔밥, 통전복내장비빔밥, 돌문어장비빔밥"
백리향,y,n,,,08:30,20:00,08:00,20:00,,,"백반정식, 갈치구이, 옥돔구이"
커피스케치,y,y,,,10:00,17:30,10:00,17:30,,,"브라운치즈크로플, 향포가토"
파라토도스,y,y,,,10:00,18:00,10:00,18:00,,,"3단트레이, 감바스파스타, 문어페스츄리피자, 학센"
카페델문도,y,n,,,08:00,20:30,08:00,20:30,,,"아메리카노, 싱글브루잉, 아포가토, 베이커리"
부원뚝배기,y,y,,,08:00,20:00,08:00,20:00,,,"흑돼지 두루치기, 전복뚝배기"
제주인짬뽕,y,y,,,11:00,20:30,11:00,20:30,,,"우육짬뽕,해물짬뽕, 냉탕수육"
일품순두부삼화점,y,y,,,00:00,00:00,00:00,00:00,,,"일품순두부, 해장순두부, 두부전골, 소불고기뚝배기, 제육볶음, 코다리냉면"
애월은혜전복,y,n,,,09:40,20:00,09:40,20:00,,,"전복돌솥밥, 전복물회, 전복뚝배기, 전복구이"
zzz제주흑돼지,y,y,,,11:30,23:00,11:30,23:00,,,
제주김만복 본점,y,n,,,00:00,,00:00,00:00,,,"만복이네김밥, 통전복주먹밥, 오징어무침, 가오리무침, 숯불갈비주먹밥"
24시전주명가콩나물국밥,y,y,,,06:00,23:00,06:00,23:00,,,콩나물국밥
고씨네천지국수,y,y,,,09:30,15:00,09:30,15:00,,,"멸고국수, 비빔국수, 흑돼지만두"
벙커하우스,y,n,,,09:00,21:00,09:00,21:00,,,"봄날, 딸기라떼"
오현불백,y,y,,,10:00,21:00,10:00,21:00,,,"한치불백, 낙지불백, 소불고기전골"
미스틱3도,y,y,,,08:30,19:00,08:30,19:00,,,"수제그래놀라요거트, 제주구좌당근케이크, 에그타르트"
도기키친 프롬제주,,,,,10:30,19:30,10:30,19:30,,,
로이앤메이,,,,,,,,,,,
가리본가 본점,y,y,,,11:30,21:30,11:30,21:30,,,"옛날가리찜, 매운가리찜, 해물가리찜"
서진향해장국,y,n,,,06:00,15:00,06:00,15:00,,,"맑은해장국, 매운해장국, 내장탕"
김서방재첩해장국,y,n,,,06:00,16:00,06:00,16:00,,,"재첩해장국, 북어해장국"
본디국수,y,n,,,10:00,20:00,10:00,20:00,,,"고기국수, 비빔국수, 돔베고기"
탭룸3029,,,,,11:00,21:00,11:00,21:00,,,
대독장(제주본점),y,n,,,10:30,21:00,10:30,21:00,,,"흑돼지김치찌개, 흑돼지두루치기"
제주통큰장어,y,y,,,10:00,00:00,10:00,00:00,,,"풍천민물장어, 메기매운탕, 산꼼장어 구이"
우도짜장맨,y,y,,,09:00,17:00,09:00,17:00,,,"톳 짜장면, 해물 짬뽕, 흑돼지 탕수육, 한치 톳 물회면"
24시뼈다귀탕동홍점,y,y,,,07:30,01:00,07:30,01:00,,,"뼈다귀탕, 뼈감탕, 돈까스"
오쿠다,,,,,11:00,22:00,11:00,22:00,,,
고서방해물탕,y,y,y,,09:00,20:00,09:00,20:00,,,"해물탕, 갈치조림, 향토음식"
제주순풍해장국 본점,y,y,,,06:00,20:00,06:00,20:00,,,"순풍해장국, 활전복뚝배기, 고기국수, 묵은지고등어조림"
카페덕수리2180,y,y,n,,11:00,18:00,11:00,18:00,,,제주과일로 만든 수제청
제주에가면,y,n,,,08:00,17:00,08:00,17:00,,,"보말칼국수, 보말죽, 도담밥"
한라축산정육식당,y,y,,,10:00,22:00,10:00,22:00,,,"한우육회, 간천엽, 한우도가니탕, 냉면"
순두부엔짬뽕,y,y,,,07:00,15:00,07:00,15:00,,,"순두부짬뽕, 동충하초 청국장, 두부전골, 모두부"
장인의집,y,y,,,09:00,22:30,09:00,22:30,,,"수제4색만두전골, 해물만두전골"
미래뷔페정식,y,n,,,11:00,15:00,11:00,15:00,,,뷔페정식
웰덤대게고로케 올레시장점,y,n,,,11:30,22:00,11:30,22:00,,,"대게고로케, 대게그라탕"
영림흑돼지가든,y,y,,,17:00,22:00,17:00,22:00,,,"생갈비, 양념갈비, 가브리살, 냉면"
유지 커피 웍스[중복],n,n,n,,10:00,21:00,10:00,21:00,,,
카페빠네띠에,y,y,,,10:30,21:00,10:30,20:00,,,"무화과깜빠뉴, 제주통밀식빵, 리얼바닐라빈라떼"
피즈,y,n,,,10:00,19:30,10:00,19:30,,,"아메리칸버거, 피즈버거, 치즈갈릭감자튀김"
대운정 ,y,y,n,,11:00,21:00,11:00,21:00,,,"대게샤브샤브, 해물탕, 새우튀김"
제주광해 애월,y,y,,,10:00,20:00,10:00,20:00,,,"갈치조림, 고등어조림"
녹나무,y,y,y,요청시 제공,11:30,22:00,11:30,22:00,,,"한우 구이, 흑돼지 구이, 은갈치조림"
월정리LOWA,y,n,,,09:00,20:00,09:00,20:00,,,"한라봉라떼, 로와비엔나커피, 로와크림모카, 인절미토스트"
노을리,,,,,09:00,21:00,09:00,21:00,,,"아몬드크림라떼, 노을리에이드, 흑연탄빵, 현무암앙버터"
더클리프,y,y,,,10:00,00:00,10:00,00:00,,,"흑돼지멜젓파스타, 더클리프피자, 클럽버거, 색달비치"
델리,y,,,,12:00,21:00,12:00,21:00,,,"초콜릿, 케이크, 아이스크림, 차"
다니쉬,y,y,,,10:00,17:30,10:00,17:30,,,"포카치아, 잠봉뵈르샌드위치, 브리오슈식빵"
칠돈가 별관,y,y,,,16:00,23:00,16:00,23:00,,,"흑돼지, 돼지고기, 김치찌개, 근고기"
고래라면 제주신화월드점,y,y,,,09:00,20:00,09:00,20:00,,,"문어라면, 성게라면"
춘심이네 본점,y,n,,,10:30,21:00,10:30,21:00,,,"통갈치구이, 왕갈치구이, 뼈없는은갈치조림"
털보네 장원랜드,y,y,n,,11:00,21:00,11:00,21:00,,,"장어, 일식, 로스 구이, 오리탕"
동구미,y,y,,,09:30,17:00,09:30,17:00,,,샌드위치
해녀김밥 본점,y,y,,,09:00,15:30,09:00,15:30,,,"해녀김밥, 딱새우김밥, 전복해물라면"
제주돌창고,y,y,n,,10:00,18:00,10:00,18:00,,,"금능바다빙수, 돌창고라떼, 쉰다리, 보리개역"
베메로 bake make roast,y,n,n,어린이 의자 3개 있습니다,08:00,17:00,08:00,17:00,,,"베이글, 샌드위치 , 신선한 커피"
칠돈가 중문점,y,n,,,16:00,22:00,16:00,22:00,,,"흑돼지, 돼지고기, 김치찌개, 근고기"
팔도수산식당,,,,,06:00,22:00,06:00,22:00,,,
성산 어멍횟집(중복 콘텐츠로 미공개),y,y,,,13:00,22:00,13:00,22:00,,,
칠돈가 본점,y,y,,,12:00,22:20,12:00,22:20,,,"칠돈가근고기(백돼지), 흑도야지근고기"
명품전통육개장 본점,y,y,,,09:00,00:00,09:00,00:00,,,"전통육개장, 하얀육개장"
꽃가람 제주성산일출봉점,y,y,,,09:30,19:00,09:30,19:00,,,"흑돼지 고기국수, 돔베고기"
코코티에,y,n,,,10:00,21:00,10:00,21:00,,,"솔티카라멜라떼, 코코티에에이드"
블루보틀송당점,,,,,,,,,,,
다정이네 올레시장 본점,y,y,,,07:00,20:00,07:00,20:00,,,"다정이네김밥, 매운멸치고추김밥"
삼보식당,y,n,,,08:00,21:00,08:00,21:00,,,"전복뚝배기, 옥돔구이, 자리물회"
제주기사정식뷔페,y,n,,,09:00,21:00,09:00,21:00,,,정식뷔페
안녕구움,y,y,,,10:00,17:00,09:00,17:00,,,"에그타르트, 스콘, 쌀스모어쿠키, 바스크치즈케이"
일품순두부함덕점,y,y,,,07:00,21:30,07:00,21:30,,,"일품순두부, 해장순두부, 두부전골, 소불고기뚝배기, 제육볶음, 두부김치"
라운지 38,,y,,,12:00,01:00,12:00,01:00,,,"애프터눈 티, 샴페인, 칵테일, 디저트"
애월 고깃간,y,y,n,"유아용 포크,접시,컵잔",12:00,22:30,12:00,22:30,,,"제주 흑돼지,백돼지,특수부위(항정살,가브리살),부대찌개"
팝업 플라자,y,,,요청시 제공,11:00,21:00,11:00,21:00,,,"생과일 주스, 튀김, 아이스크림, 와플"
델문도로스터스,y,n,,,07:00,21:00,07:00,21:00,,,"소보로아인슈페너, 소보루녹차라떼, 베이커리"
제주선 더블랙,y,y,n,,17:00,22:00,17:00,22:00,,,
스테이크 하우스(폐업),y,y,,요청시 제공,11:00,22:00,11:00,22:00,,,"스테이크, 해산물 플래터, 와인, 샴페인"
제주한잔 한화리조트제주점,y,y,y,,18:00,23:00,18:00,23:00,,,
카페인우도,y,y,,,10:30,16:30,10:30,16:30,,,"우도땅콩아이스크림, 땅콩와플, 감자튀김"
서광리123카페,y,n,,,10:00,21:00,10:00,21:00,,,"하귤주스, 아메리카노"
클로리스 제주성산점,y,n,,,09:00,22:00,09:00,22:00,,,"밀크티, 블러썸"
제주주민센터,,y,,,11:00,22:00,11:00,22:00,,,"근고기,해장국,짬뽕,몸국"
토끼문,y,y,,,09:00,22:00,09:00,22:00,,,"버터스카치카페라떼, 엘더멜로우, 제주청귤차"
나눔김밥,y,y,,,06:00,20:00,,,,,"수제돈까스, 제육볶음깁밥, 멸추김밥"
뱅인타코,y,n,,,11:00,22:30,11:00,22:30,,,"타코, 케사디아, 부리또"
인쌩맥주 제주노형점,y,y,,,17:30,03:00,17:30,03:00,,,"칼칼해물홍합탕, 쥐포튀김, 인생찜닭, 트러플짜파게티"
차이나 하우스,y,y,y,요청시 제공,11:30,22:00,11:30,22:00,,,"중식, 딤섬, 북경오리, 탄탄면"
참솔식당,y,n,,,08:00,21:00,08:00,21:00,,,"산채비빔밥, 보리비빔밥, 말육회, 홍어"
뷰스트,y,n,,,10:00,21:00,10:00,21:00,,,"현무암라떼, 코시롱라떼"
휴일로,y,n,,,10:00,19:00,10:00,19:00,,,"휴라떼, 설록라떼, 마당라떼, 한라산케이크"
병천한가네순대국밥,y,y,,,08:30,20:00,08:00,20:00,,,"순대국, 곰탕, 접시순대"
예산가마솥장수촌설렁탕,y,y,,,07:00,23:00,07:00,23:00,,,"설렁탕, 도가니탕, 모듬수육"
하늘창고,y,y,,"모래놀이, 자동차",11:00,17:00,11:00,17:00,,,꽃피로
소소당양갱,y,y,,,10:00,18:00,10:00,18:00,,,"통팥양갱, 커피카라멜양갱, 녹차양갱, 댕유자양갱"
자매국수 본점,y,n,,36개월 이하 아기국수 서비스,09:00,18:00,09:00,18:00,,,"고기국수, 비빔국수, 돔베고기"
룡천왕갈비탕,y,y,,,09:00,20:00,09:00,20:00,,,왕갈비탕
잔물결,n,n,,,10:00,18:00,10:00,18:00,,,"잔물결블렌드커피, 오늘의 구움과자"
돔베돈,y,y,,,11:00,23:00,11:00,23:00,,,"흑돼지 구이, 돔베고기, 냉면, 된장찌개"
수애기베이커리,y,y,,,09:00,21:00,09:00,21:00,,,"에스프레소더블, 아메리카노, 소금빵"
카페한라산,y,n,,,09:30,21:00,09:30,21:00,,,"제주당근케이크, 아메리카노, 한라봉온차"
장수해장국,y,y,,,06:30,16:00,06:30,16:00,,,"뼈해장국, 우거지해장국"
공단해장국,y,n,,,07:00,14:30,07:00,14:30,,,"해장국, 내장탕"
돈사촌 본점,y,y,,,15:30,23:00,15:30,23:00,,,"흑돼지 근고기, 백돼지 근고기"
르토아 베이스먼트,y,n,,,10:00,18:30,10:00,18:30,,,"크럼블모카, 코코넛커피, 앙버터"
더 콘테나,n,n,,,10:30,18:00,10:30,18:00,,,"감귤주스, 귤라떼, 콘테나크림라떼"
그때그집 함덕,y,n,,,11:00,23:00,11:00,23:00,,,"김치찌개, 흑돼지 오겹살, 백돼지 세트"
꼬신김밥 본점,y,y,,,06:30,18:30,06:30,15:00,,,"꼬신김밥, 계란김밥, 다시마채김밥, 멸치김밥"
야시장맛통령,y,n,,,11:00,23:00,11:00,23:00,,,"통전복초밥, 딱새우초밥, 왕치즈감자, 수제어묵고로케"
그랜드 키친,y,y,y,요청시 제공,07:00,21:30,07:00,21:30,,,뷔페
큐티파이 카페,y,n,,,08:30,00:00,08:30,00:00,,,"카페큐티, 아인슈페너, 골든콘파냐"
해조네,y,n,,,08:00,15:00,08:00,15:00,,,"제주보말죽, 제주보말칼국수, 제주성게비빔밥"
카페 라라라(폐업),y,n,,,10:00,21:00,10:00,21:00,,,"100%당근주스, 당근케이크"
섭지코지로 성산본점,y,y,,,17:00,22:00,17:00,22:00,,,"돔베고기정식, 딱새우+고등어회"
애월 우니담,y,n,,,09:00,19:30,09:00,19:30,,,"성게미역국, 성게덮밥"
황제궁,y,n,,,10:00,21:00,10:00,21:00,,,"차돌해물짬뽕, 쟁반짜장"
서유기마라탕,y,y,,,10:00,22:00,10:00,22:00,,,"마라탕, 마라샹궈, 꿔바로우"
오일장반점 제주신화월드점,y,n,,,12:00,21:00,12:00,21:00,,,"제주오일장짜장면, 해물쟁반짜장"
온오프,y,n,,,11:00,18:00,11:00,18:00,,,"바질치즈돈까스, 제주흑돼지돈까스"
오백장군과 까마귀,y,n,,,,,,,,,"오백장군비빔밥, 고기국밥, 오백장군떡국"
웨이브버거,y,y,n,,11:00,20:00,11:00,20:00,,,제주버거
만월당,y,y,,,11:00,20:00,11:00,20:00,,,"전복리조또, 딱새우로제파스타, 성게크림파스타"
윤경양식당 신화월드점,y,n,,,12:00,21:00,12:00,21:00,,,"윤경양식당정식, 제주흑돼지돈까스, 치즈듬뿍돈까스"
용두암해녀촌,y,y,,,08:00,15:00,08:00,15:00,,,"해녀밥상세트, 숙성고등어회, 갈치구이, 전복뚝배기"
비브레이브 혁신도시점,y,n,,,08:00,21:00,08:00,21:00,,,"파마나게이샤, 로쉐, 아메리카노"
동해미락,y,y,y,,12:00,22:30,12:00,22:30,,,회
중문수두리보말칼국수(중복 콘텐츠로 미공개),y,n,,,08:00,17:00,08:00,17:00,,,"수두리보말칼국수, 성게전복죽"
부촌식당,y,n,,,10:30,21:00,10:30,21:00,,,"홍어탕, 홍어찜, 홍어회, 홍어무침, 홍어전, 홍어탕"
협재칼국수,y,n,,,09:00,20:00,09:00,20:00,,,"보말칼국수, 문어숙회"
블루메베이글,y,y,n,,09:00,18:00,09:00,18:00,,,베이글
제주신화월드 신화테라스,,,,,07:00,11:00,07:00,11:00,,,
제주약수터 올레시장점,y,n,,,17:00,00:00,17:00,00:00,,,"4종샘플러, 제주수제맥주400cc잔"
썬셋클리프,y,y,,,10:00,22:00,10:00,23:00,,,"하와이안페퍼로니피자, 아인슈페너, 흑돼지멜젓파스타"
마농오메기통닭마농문어통닭,y,n,,,13:00,22:00,13:00,22:00,,,"마농오메기통닭, 마농딱새우통닭, 마농문어통닭"
제주베이,,y,,,11:00,21:00,11:00,21:00,,,통갈치구이
뚱보아저씨,y,n,,,09:30,20:00,09:30,20:00,,,"갈치구이정식, 갈치조림"
리치망고 신화월드점,y,n,,,10:00,21:00,10:00,20:00,,,스페셜망고쉐이크
스피닝울프,y,n,,,16:00,00:00,16:00,00:00,,,"울프치킨, 흑돼지크러스트, 달고기앤칩스"
커피가게&쉬고가게,y,n,,,11:00,22:00,10:00,22:00,,,"제주쌩애플망고빙수, 제주팥옛날팥빙수"
할머니떡집방앗간,y,n,,,08:00,21:00,08:00,21:00,,,"오메기떡, 감귤모찌"
칠돈가 표선직영점,y,y,,,12:00,22:00,12:00,22:00,,,"흑돼지 근고기, 백돼지 근고기, 김치찌개"
청춘테이블,,,,,10:00,21:00,10:00,21:00,,,
서귀피안베이커리,y,n,n,수유실 완비,08:00,20:00,08:00,20:00,,,"빵, 케익, 커피, 기타 음"
인디안썸머애월,n,n,,,17:00,01:00,17:00,01:00,,,"인디언커피, 감바스, 와인"
루스트플레이스 구남점,y,y,,,11:00,21:30,11:00,21:30,,,"트러플오일 머쉬룸샐러드, 봉골레파스타, 빠네파스타, 쭈삼덮밥, 맥주"
삭제요청 5,y,y,,,11:00,20:00,11:00,20:00,,,
정직한돈 한림협재점,,,,,11:00,23:00,11:00,23:00,,,흑돼지
제주국담,,,,,10:30,20:30,10:30,20:30,,,"들기름국수, 육전"
우영담,,,,,08:00,20:30,08:00,20:30,,,전복돌솥밥
함덕 보배쌤보리김치와게장,,,,,08:00,21:00,08:00,21:00,,,간장게장
그랜마스 노형직영점,,,,,08:30,18:30,08:30,18:30,,,"클럽샌드위치, 그랜마스 샐러드"
컬쳐드 아라점,y,y,,,11:00,21:00,11:00,21:00,,,"알리오올리오, 마르게리따 패스츄리 피자"
당포로나인돈카츠,y,n,,,11:00,20:30,11:00,20:30,,,
난달카페,,,,,11:00,22:00,11:00,22:00,,,"오리지널 미트파이, 단팥빵, 소금빵"
플레이스꽃섬,,,,,11:00,21:30,11:00,21:30,,,눈꽃우유빙수
블랙피그,y,y,n,,11:00,22:00,11:00,22:00,,,김치찌개 차돌된장찌개
산지해장국 성산점,,,,,07:00,15:00,07:00,15:00,,,소고기해장국
